,Vgs,Vds,Ids,length,finger,width,Ids_coarse,alpha
932,0.025,5.0,0.001022,25.0,2.0,50.0,0.002567,0.39813011297234124
933,0.05,5.0,0.0019876,25.0,2.0,50.0,0.005693,0.3491305111540488
934,0.075,5.0,0.0042368,25.0,2.0,50.0,0.01164,0.36398625429553266
935,0.1,5.0,0.0092252,25.0,2.0,50.0,0.02293,0.4023201046663759
936,0.125,5.0,0.020894,25.0,2.0,50.0,0.04439,0.47069159720657805
937,0.15,5.0,0.047864,25.0,2.0,50.0,0.08512,0.5623120300751879
938,0.175,5.0,0.10949,25.0,2.0,50.0,0.1624,0.6741995073891627
939,0.2,5.0,0.25038,25.0,2.0,50.0,0.3089,0.8105535772094529
940,0.225,5.0,0.56288,25.0,2.0,50.0,0.5863,0.9600545795667746
941,0.25,5.0,1.2278,25.0,2.0,50.0,1.109,1.1071235347159603
942,0.275,5.0,2.546,25.0,2.0,50.0,2.09,1.2181818181818183
943,0.3,5.0,4.9748,25.0,2.0,50.0,3.91,1.2723273657289003
944,0.325,5.0,9.027,25.0,2.0,50.0,7.221,1.250103863730785
945,0.35,5.0,15.194,25.0,2.0,50.0,13.04,1.1651840490797547
946,0.375,5.0,23.814,25.0,2.0,50.0,21.56,1.1045454545454547
947,0.4,5.0,34.926,25.0,2.0,50.0,32.36,1.0792954264524104
948,0.425,5.0,48.314,25.0,2.0,50.0,45.28,1.0670053003533568
949,0.45,5.0,63.774,25.0,2.0,50.0,60.1,1.0611314475873543
950,0.475,5.0,80.89,25.0,2.0,50.0,76.54,1.0568330284818395
951,0.5,5.0,99.25,25.0,2.0,50.0,94.35,1.051934287228405
952,0.525,5.0,118.62,25.0,2.0,50.0,113.3,1.0469549867608121
953,0.55,5.0,138.72,25.0,2.0,50.0,133.0,1.0430075187969925
954,0.575,5.0,159.26,25.0,2.0,50.0,153.3,1.0388780169602085
955,0.6,5.0,180.24,25.0,2.0,50.0,174.0,1.0358620689655174
956,0.625,5.0,201.38,25.0,2.0,50.0,194.8,1.0337782340862423
957,0.65,5.0,222.58,25.0,2.0,50.0,215.6,1.0323747680890538
958,0.675,5.0,243.68,25.0,2.0,50.0,236.1,1.0321050402371876
959,0.7,5.0,264.58,25.0,2.0,50.0,256.2,1.0327088212334115
960,0.725,5.0,285.14,25.0,2.0,50.0,275.8,1.0338651196519215
961,0.75,5.0,305.4,25.0,2.0,50.0,295.0,1.0352542372881355
962,0.775,5.0,325.18,25.0,2.0,50.0,313.8,1.0362651370299554
963,0.8,5.0,344.4,25.0,2.0,50.0,332.1,1.037037037037037
964,0.825,5.0,362.98,25.0,2.0,50.0,349.9,1.0373821091740498
965,0.85,5.0,380.94,25.0,2.0,50.0,367.3,1.0371358562482984
966,0.875,5.0,398.06,25.0,2.0,50.0,384.2,1.0360749609578346
967,0.9,5.0,414.3,25.0,2.0,50.0,400.4,1.0347152847152847
968,0.925,5.0,429.66,25.0,2.0,50.0,415.5,1.0340794223826715
969,0.95,5.0,443.94,25.0,2.0,50.0,429.5,1.0336204889406286
970,0.975,5.0,456.96,25.0,2.0,50.0,442.3,1.0331449242595523
971,1.0,5.0,468.68,25.0,2.0,50.0,453.7,1.03301741238704
972,1.025,5.0,479.02,25.0,2.0,50.0,463.7,1.0330386025447487
973,1.05,5.0,487.88,25.0,2.0,50.0,472.2,1.0332062685302839
974,1.075,5.0,495.18,25.0,2.0,50.0,479.4,1.032916145181477
975,1.1,5.0,500.96,25.0,2.0,50.0,485.6,1.03163097199341
976,1.125,5.0,505.22,25.0,2.0,50.0,490.7,1.0295903810882414
977,1.15,5.0,507.98,25.0,2.0,50.0,495.2,1.0258077544426496
978,1.175,5.0,509.32,25.0,2.0,50.0,499.0,1.020681362725451
979,1.2,5.0,509.26,25.0,2.0,50.0,502.3,1.013856261198487
980,5.551115123e-17,0.5,1.8564e-05,25.0,2.0,75.0,-0.000132,-0.14063636363636364
981,0.025,0.5,4.8e-05,25.0,2.0,75.0,0.000394,0.1218274111675127
982,0.05,0.5,0.0001141066667,25.0,2.0,75.0,0.00138,0.08268599036231884
983,0.075,0.5,0.0002776266667,25.0,2.0,75.0,0.00323,0.08595252839009289
984,0.1,0.5,0.0006764666667,25.0,2.0,75.0,0.0067,0.10096517413432836
985,0.125,0.5,0.001639466667,25.0,2.0,75.0,0.0132,0.12420202022727272
986,0.15,0.5,0.003985066667,25.0,2.0,75.0,0.0254,0.15689238846456693
987,0.175,0.5,0.009617333333,25.0,2.0,75.0,0.0483,0.1991166321532091
988,0.2,0.5,0.02322133333,25.0,2.0,75.0,0.0912,0.2546198830043859
989,0.225,0.5,0.05574266667,25.0,2.0,75.0,0.172,0.3240852713372093
990,0.25,0.5,0.13308,25.0,2.0,75.0,0.322,0.4132919254658385
991,0.275,0.5,0.30708,25.0,2.0,75.0,0.603,0.5092537313432837
992,0.3,0.5,0.6950666667,25.0,2.0,75.0,1.13,0.6151032448672566
993,0.325,0.5,1.5132,25.0,2.0,75.0,2.1,0.7205714285714286
994,0.35,0.5,3.0924,25.0,2.0,75.0,3.88,0.7970103092783506
995,0.375,0.5,5.908133333,25.0,2.0,75.0,7.1,0.8321314553521127
996,0.4,0.5,10.47866667,25.0,2.0,75.0,12.6,0.831640211904762
997,0.425,0.5,17.11466667,25.0,2.0,75.0,20.4,0.8389542485294117
998,0.45,0.5,26.104,25.0,2.0,75.0,30.1,0.8672425249169434
999,0.475,0.5,37.40133333,25.0,2.0,75.0,41.8,0.8947687399521532
1000,0.5,0.5,50.79466667,25.0,2.0,75.0,55.3,0.9185292345388788
1001,0.525,0.5,66.06266667,25.0,2.0,75.0,70.3,0.9397249881934566
1002,0.55,0.5,82.93333333,25.0,2.0,75.0,86.7,0.9565551710495962
1003,0.575,0.5,100.84,25.0,2.0,75.0,104.0,0.9696153846153847
1004,0.6,0.5,119.7733333,25.0,2.0,75.0,123.0,0.973766937398374
1005,0.625,0.5,139.3866667,25.0,2.0,75.0,142.0,0.9815962443661972
1006,0.65,0.5,159.52,25.0,2.0,75.0,161.0,0.9908074534161492
1007,0.675,0.5,179.8533333,25.0,2.0,75.0,181.0,0.9936648248618785
1008,0.7,0.5,200.3066667,25.0,2.0,75.0,201.0,0.9965505805970148
1009,0.725,0.5,220.5733333,25.0,2.0,75.0,221.0,0.9980693814479638
1010,0.75,0.5,240.7733333,25.0,2.0,75.0,241.0,0.9990594742738589
1011,0.775,0.5,260.56,25.0,2.0,75.0,260.0,1.0021538461538462
1012,0.8,0.5,280.12,25.0,2.0,75.0,279.0,1.0040143369175627
1013,0.825,0.5,299.12,25.0,2.0,75.0,298.0,1.003758389261745
1014,0.85,0.5,317.3333333,25.0,2.0,75.0,316.0,1.0042194091772152
1015,0.875,0.5,334.48,25.0,2.0,75.0,334.0,1.001437125748503
1016,0.9,0.5,350.4,25.0,2.0,75.0,352.0,0.9954545454545454
1017,0.925,0.5,365.1333333,25.0,2.0,75.0,368.0,0.9922101448369566
1018,0.95,0.5,378.5066667,25.0,2.0,75.0,384.0,0.98569444453125
1019,0.975,0.5,390.4,25.0,2.0,75.0,398.0,0.9809045226130653
1020,1.0,0.5,400.8533333,25.0,2.0,75.0,412.0,0.972944983737864
1021,1.025,0.5,409.7733333,25.0,2.0,75.0,424.0,0.9664465408018867
1022,1.05,0.5,417.04,25.0,2.0,75.0,436.0,0.9565137614678899
1023,1.075,0.5,422.6266667,25.0,2.0,75.0,445.0,0.9497228465168539
1024,1.1,0.5,426.4133333,25.0,2.0,75.0,453.0,0.9413097865342163
1025,1.125,0.5,428.3866667,25.0,2.0,75.0,460.0,0.9312753623913043
1026,1.15,0.5,428.48,25.0,2.0,75.0,465.0,0.9214623655913979
1027,1.175,0.5,426.7066667,25.0,2.0,75.0,468.0,0.9117663818376069
1028,1.2,0.5,423.2,25.0,2.0,75.0,470.0,0.9004255319148936
1029,5.551115123e-17,1.0,3.6072e-05,25.0,2.0,75.0,1.22e-05,2.95672131147541
1030,0.025,1.0,8.281333333e-05,25.0,2.0,75.0,0.000661,0.12528492183055975
1031,0.05,1.0,0.0001928133333,25.0,2.0,75.0,0.00187,0.10310873438502674
1032,0.075,1.0,0.00047476,25.0,2.0,75.0,0.00414,0.11467632850241548
1033,0.1,1.0,0.0011492,25.0,2.0,75.0,0.00838,0.13713603818615752
1034,0.125,1.0,0.002790133333,25.0,2.0,75.0,0.0163,0.17117382411042947
1035,0.15,1.0,0.006744933333,25.0,2.0,75.0,0.0311,0.21687888530546623
1036,0.175,1.0,0.01628266667,25.0,2.0,75.0,0.0589,0.2764459536502547
1037,0.2,1.0,0.039068,25.0,2.0,75.0,0.111,0.35196396396396396
1038,0.225,1.0,0.09306666667,25.0,2.0,75.0,0.207,0.4495974235265701
1039,0.25,1.0,0.21888,25.0,2.0,75.0,0.388,0.5641237113402061
1040,0.275,1.0,0.5010933333,25.0,2.0,75.0,0.724,0.6921178636740333
1041,0.3,1.0,1.1092,25.0,2.0,75.0,1.35,0.8216296296296296
1042,0.325,1.0,2.324533333,25.0,2.0,75.0,2.5,0.9298133332
1043,0.35,1.0,4.5756,25.0,2.0,75.0,4.6,0.9946956521739131
1044,0.375,1.0,8.370666667,25.0,2.0,75.0,8.35,1.0024750499401198
1045,0.4,1.0,14.14533333,25.0,2.0,75.0,14.6,0.9688584472602739
1046,0.425,1.0,22.16666667,25.0,2.0,75.0,23.0,0.9637681160869566
1047,0.45,1.0,32.516,25.0,2.0,75.0,33.5,0.9706268656716417
1048,0.475,1.0,45.024,25.0,2.0,75.0,46.0,0.9787826086956521
1049,0.5,1.0,59.36133333,25.0,2.0,75.0,60.2,0.9860686599667774
1050,0.525,1.0,75.31466667,25.0,2.0,75.0,76.0,0.9909824561842104
1051,0.55,1.0,92.69333333,25.0,2.0,75.0,93.1,0.9956319369495167
1052,0.575,1.0,110.92,25.0,2.0,75.0,111.0,0.9992792792792793
1053,0.6,1.0,130.1333333,25.0,2.0,75.0,131.0,0.9933842236641222
1054,0.625,1.0,149.9733333,25.0,2.0,75.0,151.0,0.993200882781457
1055,0.65,1.0,170.32,25.0,2.0,75.0,171.0,0.9960233918128655
1056,0.675,1.0,190.8933333,25.0,2.0,75.0,192.0,0.9942361109375
1057,0.7,1.0,211.6133333,25.0,2.0,75.0,213.0,0.9934898276995305
1058,0.725,1.0,232.3066667,25.0,2.0,75.0,233.0,0.9970243206008583
1059,0.75,1.0,253.0133333,25.0,2.0,75.0,254.0,0.9961154854330708
1060,0.775,1.0,273.5733333,25.0,2.0,75.0,275.0,0.9948121210909091
1061,0.8,1.0,294.08,25.0,2.0,75.0,295.0,0.9968813559322033
1062,0.825,1.0,314.48,25.0,2.0,75.0,316.0,0.9951898734177216
1063,0.85,1.0,334.84,25.0,2.0,75.0,336.0,0.996547619047619
1064,0.875,1.0,354.8666667,25.0,2.0,75.0,356.0,0.996816479494382
1065,0.9,1.0,374.4,25.0,2.0,75.0,376.0,0.9957446808510638
1066,0.925,1.0,393.5866667,25.0,2.0,75.0,394.0,0.99895093071066
1067,0.95,1.0,412.1866667,25.0,2.0,75.0,413.0,0.9980306699757869
1068,0.975,1.0,430.04,25.0,2.0,75.0,430.0,1.000093023255814
1069,1.0,1.0,447.1466667,25.0,2.0,75.0,447.0,1.0003281134228188
1070,1.025,1.0,463.3333333,25.0,2.0,75.0,462.0,1.0028860028138529
1071,1.05,1.0,478.44,25.0,2.0,75.0,477.0,1.0030188679245282
1072,1.075,1.0,492.4,25.0,2.0,75.0,490.0,1.0048979591836735
1073,1.1,1.0,505.1066667,25.0,2.0,75.0,501.0,1.008196939520958
1074,1.125,1.0,516.3866667,25.0,2.0,75.0,511.0,1.010541422113503
1075,1.15,1.0,526.2666667,25.0,2.0,75.0,520.0,1.0120512821153846
1076,1.175,1.0,534.6133333,25.0,2.0,75.0,527.0,1.0144465527514233
1077,1.2,1.0,541.4266667,25.0,2.0,75.0,534.0,1.0139076155430713
1078,5.551115123e-17,1.5,4.8036e-05,25.0,2.0,75.0,0.00018,0.26686666666666664
1079,0.025,1.5,0.0001126666667,25.0,2.0,75.0,0.00097,0.11615120278350514
1080,0.05,1.5,0.00026692,25.0,2.0,75.0,0.00244,0.10939344262295084
1081,0.075,1.5,0.0006377733333,25.0,2.0,75.0,0.00519,0.12288503531791907
1082,0.1,1.5,0.001524133333,25.0,2.0,75.0,0.0103,0.14797411
1083,0.125,1.5,0.003695333333,25.0,2.0,75.0,0.0199,0.18569514236180903
1084,0.15,1.5,0.008950666667,25.0,2.0,75.0,0.0376,0.23804964539893617
1085,0.175,1.5,0.02147466667,25.0,2.0,75.0,0.0708,0.30331450098870055
1086,0.2,1.5,0.05113733333,25.0,2.0,75.0,0.133,0.38449122804511277
1087,0.225,1.5,0.1212133333,25.0,2.0,75.0,0.248,0.48876344072580646
1088,0.25,1.5,0.2808133333,25.0,2.0,75.0,0.462,0.6078210677489178
1089,0.275,1.5,0.6329466667,25.0,2.0,75.0,0.858,0.7377000777389278
1090,0.3,1.5,1.3844,25.0,2.0,75.0,1.59,0.870691823899371
1091,0.325,1.5,2.837866667,25.0,2.0,75.0,2.94,0.9652607710884354
1092,0.35,1.5,5.455866667,25.0,2.0,75.0,5.37,1.0159900683426442
1093,0.375,1.5,9.754666667,25.0,2.0,75.0,9.69,1.0066735466460268
1094,0.4,1.5,16.11333333,25.0,2.0,75.0,16.6,0.9706827307228915
1095,0.425,1.5,24.73733333,25.0,2.0,75.0,25.6,0.9663020832031249
1096,0.45,1.5,35.652,25.0,2.0,75.0,36.8,0.968804347826087
1097,0.475,1.5,48.68,25.0,2.0,75.0,49.8,0.9775100401606426
1098,0.5,1.5,63.44266667,25.0,2.0,75.0,64.6,0.9820846233746131
1099,0.525,1.5,79.74666667,25.0,2.0,75.0,80.9,0.9857437165636587
1100,0.55,1.5,97.28,25.0,2.0,75.0,98.5,0.9876142131979696
1101,0.575,1.5,115.7333333,25.0,2.0,75.0,117.0,0.9891737888888888
1102,0.6,1.5,135.08,25.0,2.0,75.0,137.0,0.9859854014598541
1103,0.625,1.5,155.0,25.0,2.0,75.0,157.0,0.9872611464968153
1104,0.65,1.5,175.4133333,25.0,2.0,75.0,177.0,0.9910357813559322
1105,0.675,1.5,196.0133333,25.0,2.0,75.0,198.0,0.9899663297979798
1106,0.7,1.5,216.7333333,25.0,2.0,75.0,219.0,0.9896499237442923
1107,0.725,1.5,237.36,25.0,2.0,75.0,240.0,0.9890000000000001
1108,0.75,1.5,257.96,25.0,2.0,75.0,260.0,0.992153846153846
1109,0.775,1.5,278.3866667,25.0,2.0,75.0,281.0,0.9906998814946618
1110,0.8,1.5,298.6,25.0,2.0,75.0,301.0,0.9920265780730898
1111,0.825,1.5,318.6,25.0,2.0,75.0,321.0,0.9925233644859813
1112,0.85,1.5,338.52,25.0,2.0,75.0,341.0,0.9927272727272727
1113,0.875,1.5,358.1066667,25.0,2.0,75.0,361.0,0.9919852263157894
1114,0.9,1.5,377.2266667,25.0,2.0,75.0,380.0,0.9927017544736843
1115,0.925,1.5,395.92,25.0,2.0,75.0,399.0,0.992280701754386
1116,0.95,1.5,414.0533333,25.0,2.0,75.0,416.0,0.9953205127403847
1117,0.975,1.5,431.3466667,25.0,2.0,75.0,433.0,0.9961816782909931
1118,1.0,1.5,447.88,25.0,2.0,75.0,449.0,0.9975055679287305
1119,1.025,1.5,463.3866667,25.0,2.0,75.0,464.0,0.9986781609913793
1120,1.05,1.5,477.8,25.0,2.0,75.0,477.0,1.0016771488469602
1121,1.075,1.5,491.0133333,25.0,2.0,75.0,488.0,1.006174863319672
1122,1.1,1.5,502.9066667,25.0,2.0,75.0,499.0,1.0078289913827656
1123,1.125,1.5,513.3866667,25.0,2.0,75.0,508.0,1.0106036746062992
1124,1.15,1.5,522.4533333,25.0,2.0,75.0,515.0,1.0144724918446604
1125,1.175,1.5,530.04,25.0,2.0,75.0,522.0,1.0154022988505746
1126,1.2,1.5,536.1866667,25.0,2.0,75.0,527.0,1.0174320051233396
1127,5.551115123e-17,2.0,6.28e-05,25.0,2.0,75.0,0.000384,0.16354166666666664
1128,0.025,2.0,0.00014524,25.0,2.0,75.0,0.00134,0.10838805970149254
1129,0.05,2.0,0.0003344533333,25.0,2.0,75.0,0.00313,0.10685410009584664
1130,0.075,2.0,0.0008049333333,25.0,2.0,75.0,0.00645,0.12479586562790697
1131,0.1,2.0,0.001927466667,25.0,2.0,75.0,0.0126,0.152973545
1132,0.125,2.0,0.004651733333,25.0,2.0,75.0,0.0241,0.19301798062240663
1133,0.15,2.0,0.01116133333,25.0,2.0,75.0,0.0454,0.24584434647577091
1134,0.175,2.0,0.02649733333,25.0,2.0,75.0,0.085,0.3117333332941176
1135,0.2,2.0,0.06286666667,25.0,2.0,75.0,0.159,0.3953878406918239
1136,0.225,2.0,0.1482133333,25.0,2.0,75.0,0.295,0.5024180789830509
1137,0.25,2.0,0.3395866667,25.0,2.0,75.0,0.548,0.6196836983576641
1138,0.275,2.0,0.75696,25.0,2.0,75.0,1.02,0.7421176470588234
1139,0.3,2.0,1.6304,25.0,2.0,75.0,1.88,0.8672340425531916
1140,0.325,2.0,3.291333333,25.0,2.0,75.0,3.45,0.9540096617391304
1141,0.35,2.0,6.216666667,25.0,2.0,75.0,6.27,0.9914938862838917
1142,0.375,2.0,10.96666667,25.0,2.0,75.0,11.2,0.9791666669642858
1143,0.4,2.0,17.768,25.0,2.0,75.0,18.7,0.9501604278074867
1144,0.425,2.0,26.888,25.0,2.0,75.0,28.4,0.9467605633802818
1145,0.45,2.0,38.332,25.0,2.0,75.0,40.1,0.9559102244389027
1146,0.475,2.0,51.82533333,25.0,2.0,75.0,53.8,0.9632961585501859
1147,0.5,2.0,67.02933333,25.0,2.0,75.0,69.1,0.970033767438495
1148,0.525,2.0,83.78666667,25.0,2.0,75.0,85.8,0.9765345765734267
1149,0.55,2.0,101.6533333,25.0,2.0,75.0,104.0,0.9774358971153846
1150,0.575,2.0,120.4533333,25.0,2.0,75.0,123.0,0.9792953926829268
1151,0.6,2.0,140.0933333,25.0,2.0,75.0,143.0,0.9796736594405595
1152,0.625,2.0,160.3066667,25.0,2.0,75.0,163.0,0.9834764828220859
1153,0.65,2.0,180.9066667,25.0,2.0,75.0,184.0,0.9831884059782608
1154,0.675,2.0,201.6133333,25.0,2.0,75.0,205.0,0.9834796746341463
1155,0.7,2.0,222.3733333,25.0,2.0,75.0,225.0,0.9883259257777778
1156,0.725,2.0,242.9466667,25.0,2.0,75.0,246.0,0.9875880760162602
1157,0.75,2.0,263.4,25.0,2.0,75.0,266.0,0.9902255639097743
1158,0.775,2.0,283.5333333,25.0,2.0,75.0,287.0,0.9879210219512194
1159,0.8,2.0,303.3333333,25.0,2.0,75.0,307.0,0.9880564602605862
1160,0.825,2.0,322.7333333,25.0,2.0,75.0,326.0,0.98997955
1161,0.85,2.0,341.8933333,25.0,2.0,75.0,346.0,0.9881310210982659
1162,0.875,2.0,360.68,25.0,2.0,75.0,365.0,0.9881643835616438
1163,0.9,2.0,379.0,25.0,2.0,75.0,384.0,0.9869791666666666
1164,0.925,2.0,396.92,25.0,2.0,75.0,402.0,0.987363184079602
1165,0.95,2.0,414.2666667,25.0,2.0,75.0,419.0,0.9887032618138424
1166,0.975,2.0,430.7333333,25.0,2.0,75.0,435.0,0.9901915708045977
1167,1.0,2.0,446.4,25.0,2.0,75.0,450.0,0.992
1168,1.025,2.0,461.04,25.0,2.0,75.0,464.0,0.9936206896551725
1169,1.05,2.0,474.48,25.0,2.0,75.0,476.0,0.9968067226890757
1170,1.075,2.0,486.7333333,25.0,2.0,75.0,486.0,1.001508916255144
1171,1.1,2.0,497.6,25.0,2.0,75.0,495.0,1.0052525252525253
1172,1.125,2.0,507.0666667,25.0,2.0,75.0,503.0,1.0080848244532803
1173,1.15,2.0,515.12,25.0,2.0,75.0,510.0,1.0100392156862745
1174,1.175,2.0,521.7733333,25.0,2.0,75.0,516.0,1.0111886304263566
1175,1.2,2.0,527.0,25.0,2.0,75.0,521.0,1.0115163147792707
1176,5.551115123e-17,2.5,8.592e-05,25.0,2.0,75.0,0.000632,0.1359493670886076
1177,0.025,2.5,0.0001771466667,25.0,2.0,75.0,0.0018,0.09841481483333334
1178,0.05,2.5,0.0004194133333,25.0,2.0,75.0,0.00396,0.1059124579040404
1179,0.075,2.5,0.0009953333333,25.0,2.0,75.0,0.00796,0.12504187604271355
1180,0.1,2.5,0.002385333333,25.0,2.0,75.0,0.0154,0.15489177487012987
1181,0.125,2.5,0.005705066667,25.0,2.0,75.0,0.0291,0.19605040092783504
1182,0.15,2.5,0.01358,25.0,2.0,75.0,0.0546,0.2487179487179487
1183,0.175,2.5,0.032064,25.0,2.0,75.0,0.102,0.3143529411764706
1184,0.2,2.5,0.07548266667,25.0,2.0,75.0,0.189,0.39937918873015876
1185,0.225,2.5,0.1774133333,25.0,2.0,75.0,0.351,0.505451092022792
1186,0.25,2.5,0.4012533333,25.0,2.0,75.0,0.65,0.6173128204615385
1187,0.275,2.5,0.8861333333,25.0,2.0,75.0,1.2,0.7384444444166667
1188,0.3,2.5,1.8724,25.0,2.0,75.0,2.21,0.8472398190045249
1189,0.325,2.5,3.74,25.0,2.0,75.0,4.03,0.9280397022332506
1190,0.35,2.5,6.964666667,25.0,2.0,75.0,7.29,0.9553726566529492
1191,0.375,2.5,12.148,25.0,2.0,75.0,12.9,0.941705426356589
1192,0.4,2.5,19.42533333,25.0,2.0,75.0,21.0,0.9250158728571429
1193,0.425,2.5,29.07333333,25.0,2.0,75.0,31.3,0.9288604897763578
1194,0.45,2.5,41.08133333,25.0,2.0,75.0,43.7,0.9400762775743706
1195,0.475,2.5,55.19866667,25.0,2.0,75.0,57.8,0.9549942330449828
1196,0.5,2.5,71.068,25.0,2.0,75.0,73.7,0.9642876526458616
1197,0.525,2.5,88.49333333,25.0,2.0,75.0,90.9,0.9735240190319031
1198,0.55,2.5,106.9733333,25.0,2.0,75.0,109.0,0.9814067275229357
1199,0.575,2.5,126.2533333,25.0,2.0,75.0,129.0,0.9787080100775193
1200,0.6,2.5,146.24,25.0,2.0,75.0,148.0,0.9881081081081081
1201,0.625,2.5,166.6266667,25.0,2.0,75.0,169.0,0.9859566076923076
1202,0.65,2.5,187.28,25.0,2.0,75.0,190.0,0.9856842105263158
1203,0.675,2.5,207.9733333,25.0,2.0,75.0,210.0,0.9903492061904762
1204,0.7,2.5,228.5733333,25.0,2.0,75.0,231.0,0.9894949493506494
1205,0.725,2.5,248.9466667,25.0,2.0,75.0,252.0,0.987883598015873
1206,0.75,2.5,269.1466667,25.0,2.0,75.0,272.0,0.9895098040441177
1207,0.775,2.5,288.96,25.0,2.0,75.0,292.0,0.9895890410958903
1208,0.8,2.5,308.3466667,25.0,2.0,75.0,311.0,0.9914683816720258
1209,0.825,2.5,327.2533333,25.0,2.0,75.0,331.0,0.9886807652567976
1210,0.85,2.5,345.7733333,25.0,2.0,75.0,350.0,0.9879238094285714
1211,0.875,2.5,363.7866667,25.0,2.0,75.0,369.0,0.9858717254742547
1212,0.9,2.5,381.1866667,25.0,2.0,75.0,387.0,0.9849784669250645
1213,0.925,2.5,398.1066667,25.0,2.0,75.0,404.0,0.9854125413366337
1214,0.95,2.5,414.36,25.0,2.0,75.0,420.0,0.9865714285714287
1215,0.975,2.5,429.7733333,25.0,2.0,75.0,436.0,0.9857186543577982
1216,1.0,2.5,444.32,25.0,2.0,75.0,450.0,0.9873777777777778
1217,1.025,2.5,457.8666667,25.0,2.0,75.0,463.0,0.9889128870410367
1218,1.05,2.5,470.2133333,25.0,2.0,75.0,474.0,0.9920112516877637
1219,1.075,2.5,481.36,25.0,2.0,75.0,483.0,0.9966045548654244
1220,1.1,2.5,491.1466667,25.0,2.0,75.0,492.0,0.9982655827235772
1221,1.125,2.5,499.5466667,25.0,2.0,75.0,499.0,1.0010955244488977
1222,1.15,2.5,506.6,25.0,2.0,75.0,505.0,1.0031683168316832
1223,1.175,2.5,512.28,25.0,2.0,75.0,510.0,1.004470588235294
1224,1.2,2.5,516.6,25.0,2.0,75.0,515.0,1.003106796116505
1225,5.551115123e-17,3.0,0.0001109466667,25.0,2.0,75.0,0.000934,0.11878658104925052
1226,0.025,3.0,0.0002286533333,25.0,2.0,75.0,0.00235,0.09729929076595745
1227,0.05,3.0,0.0005332533333,25.0,2.0,75.0,0.00496,0.10751075268145162
1228,0.075,3.0,0.001252533333,25.0,2.0,75.0,0.00978,0.12807089294478527
1229,0.1,3.0,0.002943066667,25.0,2.0,75.0,0.0187,0.15738324422459893
1230,0.125,3.0,0.006943466667,25.0,2.0,75.0,0.0352,0.19725757576704545
1231,0.15,3.0,0.01644266667,25.0,2.0,75.0,0.0656,0.250650406554878
1232,0.175,3.0,0.03859066667,25.0,2.0,75.0,0.122,0.31631693991803284
1233,0.2,3.0,0.09017333333,25.0,2.0,75.0,0.226,0.39899705013274334
1234,0.225,3.0,0.2082933333,25.0,2.0,75.0,0.417,0.4995043964028777
1235,0.25,3.0,0.47132,25.0,2.0,75.0,0.769,0.6128998699609883
1236,0.275,3.0,1.031466667,25.0,2.0,75.0,1.42,0.7263849767605634
1237,0.3,3.0,2.164533333,25.0,2.0,75.0,2.59,0.8357271555984557
1238,0.325,3.0,4.264133333,25.0,2.0,75.0,4.71,0.9053361641188961
1239,0.35,3.0,7.850666667,25.0,2.0,75.0,8.45,0.9290729783431952
1240,0.375,3.0,13.45866667,25.0,2.0,75.0,14.8,0.9093693695945945
1241,0.4,3.0,21.43333333,25.0,2.0,75.0,23.5,0.9120567374468085
1242,0.425,3.0,31.83066667,25.0,2.0,75.0,34.4,0.925310077616279
1243,0.45,3.0,44.628,25.0,2.0,75.0,47.3,0.9435095137420719
1244,0.475,3.0,59.45466667,25.0,2.0,75.0,62.0,0.9589462366129032
1245,0.5,3.0,75.91066667,25.0,2.0,75.0,78.3,0.9694848872286079
1246,0.525,3.0,93.74666667,25.0,2.0,75.0,95.9,0.977546054953076
1247,0.55,3.0,112.5733333,25.0,2.0,75.0,115.0,0.9788985504347826
1248,0.575,3.0,132.04,25.0,2.0,75.0,134.0,0.9853731343283582
1249,0.6,3.0,152.1066667,25.0,2.0,75.0,154.0,0.9877056279220779
1250,0.625,3.0,172.48,25.0,2.0,75.0,175.0,0.9855999999999999
1251,0.65,3.0,193.0666667,25.0,2.0,75.0,195.0,0.9900854702564104
1252,0.675,3.0,213.6,25.0,2.0,75.0,216.0,0.9888888888888888
1253,0.7,3.0,234.0266667,25.0,2.0,75.0,237.0,0.9874542898734177
1254,0.725,3.0,254.16,25.0,2.0,75.0,257.0,0.9889494163424124
1255,0.75,3.0,274.04,25.0,2.0,75.0,277.0,0.9893140794223827
1256,0.775,3.0,293.5066667,25.0,2.0,75.0,296.0,0.9915765766891891
1257,0.8,3.0,312.5066667,25.0,2.0,75.0,316.0,0.98894514778481
1258,0.825,3.0,330.96,25.0,2.0,75.0,335.0,0.9879402985074627
1259,0.85,3.0,348.9333333,25.0,2.0,75.0,353.0,0.9884796977337111
1260,0.875,3.0,366.3466667,25.0,2.0,75.0,371.0,0.9874573226415094
1261,0.9,3.0,383.0933333,25.0,2.0,75.0,389.0,0.9848157668380463
1262,0.925,3.0,399.2,25.0,2.0,75.0,406.0,0.9832512315270936
1263,0.95,3.0,414.56,25.0,2.0,75.0,421.0,0.9847030878859857
1264,0.975,3.0,428.9333333,25.0,2.0,75.0,436.0,0.983792048853211
1265,1.0,3.0,442.36,25.0,2.0,75.0,449.0,0.9852115812917595
1266,1.025,3.0,454.7066667,25.0,2.0,75.0,461.0,0.9863485177874187
1267,1.05,3.0,465.8533333,25.0,2.0,75.0,471.0,0.98907289447983
1268,1.075,3.0,475.7866667,25.0,2.0,75.0,480.0,0.9912222222916667
