,Vgs,Vds,Ids,length,finger,width,Ids_coarse,alpha
1802,0.2,0.3,0.018812,25.0,2.0,75.0,0.07858,0.23939933825400864
1803,0.2,0.4,0.021017333,25.0,2.0,75.0,0.08622,0.2437640106703781
1804,0.2,0.5,0.023302667,25.0,2.0,75.0,0.09121,0.2554836859993422
1805,0.2,0.6,0.026016,25.0,2.0,75.0,0.09527,0.2730765193660124
1806,0.2,0.7,0.029101333,25.0,2.0,75.0,0.09906,0.2937748132444983
1807,0.2,0.8,0.032397333,25.0,2.0,75.0,0.1028,0.31514915369649804
1808,0.2,0.9,0.035792,25.0,2.0,75.0,0.1067,0.3354451733833177
1809,0.2,1.0,0.039125333,25.0,2.0,75.0,0.1106,0.3537552712477396
1810,0.2,1.1,0.042248,25.0,2.0,75.0,0.1147,0.36833478639930256
1811,0.2,1.2,0.045212,25.0,2.0,75.0,0.119,0.3799327731092437
1812,0.2,1.3,0.047889333,25.0,2.0,75.0,0.1233,0.3883968613138686
1813,0.2,1.4,0.050365333,25.0,2.0,75.0,0.1279,0.39378681000781857
1814,0.2,1.5,0.052778667,25.0,2.0,75.0,0.1326,0.3980291628959276
1815,0.2,1.6,0.055176,25.0,2.0,75.0,0.1374,0.40157205240174676
1816,0.2,1.7,0.057450667,25.0,2.0,75.0,0.1424,0.40344569522471907
1817,0.2,1.8,0.059669333,25.0,2.0,75.0,0.1476,0.4042637737127371
1818,0.2,1.9,0.061906667,25.0,2.0,75.0,0.153,0.4046187385620915
1819,0.2,2.0,0.064297333,25.0,2.0,75.0,0.1585,0.4056614069400631
1820,0.2,2.1,0.066657333,25.0,2.0,75.0,0.1643,0.4057050091296409
1821,0.2,2.2,0.069266667,25.0,2.0,75.0,0.1702,0.4069721915393655
1822,0.2,2.3,0.07288,25.0,2.0,75.0,0.1764,0.41315192743764173
1823,0.2,2.4,0.07604,25.0,2.0,75.0,0.1827,0.4162014230979748
1824,0.2,2.5,0.078706667,25.0,2.0,75.0,0.1893,0.4157774273639725
1825,0.2,2.6,0.082106667,25.0,2.0,75.0,0.1961,0.4186979449260581
1826,0.2,2.7,0.084986667,25.0,2.0,75.0,0.2031,0.418447400295421
1827,0.2,2.8,0.08828,25.0,2.0,75.0,0.2104,0.41958174904942963
1828,0.2,2.9,0.091306667,25.0,2.0,75.0,0.2179,0.4190301376778338
1829,0.2,3.0,0.094626667,25.0,2.0,75.0,0.2257,0.4192586043420469
1830,0.2,3.1,0.097986667,25.0,2.0,75.0,0.2337,0.4192839837398374
1831,0.2,3.2,0.101546667,25.0,2.0,75.0,0.242,0.419614326446281
1832,0.2,3.3,0.10504,25.0,2.0,75.0,0.2506,0.41915403032721466
1833,0.2,3.4,0.10888,25.0,2.0,75.0,0.2595,0.4195761078998073
1834,0.2,3.5,0.11276,25.0,2.0,75.0,0.2686,0.4198064035740878
1835,0.2,3.6,0.11676,25.0,2.0,75.0,0.2781,0.419848975188781
1836,0.2,3.7,0.121293333,25.0,2.0,75.0,0.2879,0.42130369225425496
1837,0.2,3.8,0.125653333,25.0,2.0,75.0,0.2981,0.42151403220395844
1838,0.2,3.9,0.130466667,25.0,2.0,75.0,0.3086,0.42276949773169153
1839,0.2,4.0,0.135386667,25.0,2.0,75.0,0.3194,0.42387810582341884
1840,0.2,4.1,0.14084,25.0,2.0,75.0,0.3306,0.4260133091349062
1841,0.2,4.2,0.1468,25.0,2.0,75.0,0.3422,0.4289888953828171
1842,0.2,4.3,0.15232,25.0,2.0,75.0,0.3541,0.4301609714769839
1843,0.2,4.4,0.159506667,25.0,2.0,75.0,0.3665,0.43521600818553885
1844,0.2,4.5,0.164546667,25.0,2.0,75.0,0.3793,0.4338166807276562
1845,0.2,4.6,0.1732,25.0,2.0,75.0,0.3925,0.4412738853503184
1846,0.2,4.7,0.182133333,25.0,2.0,75.0,0.4061,0.4484938020192071
1847,0.2,4.8,0.1912,25.0,2.0,75.0,0.4202,0.4550214183722037
1848,0.2,4.9,0.200706667,25.0,2.0,75.0,0.4348,0.461606869825207
1849,0.2,5.0,0.210733333,25.0,2.0,75.0,0.4499,0.4684003845298955
1850,0.1,0.1,0.00039856,25.0,2.0,75.0,0.003103,0.12844344183048664
1851,0.1,0.2,0.00048392,25.0,2.0,75.0,0.004501,0.10751388580315485
1852,0.1,0.3,0.000560227,25.0,2.0,75.0,0.005652,0.09912013446567586
1853,0.1,0.4,0.0006204,25.0,2.0,75.0,0.006284,0.09872692552514323
1854,0.1,0.5,0.000697867,25.0,2.0,75.0,0.006704,0.1040971062052506
1855,0.1,0.6,0.000766667,25.0,2.0,75.0,0.007051,0.10873166926677066
1856,0.1,0.7,0.000876,25.0,2.0,75.0,0.007377,0.11874745831638879
1857,0.1,0.8,0.000965067,25.0,2.0,75.0,0.007703,0.12528456445540698
1858,0.1,0.9,0.0010632,25.0,2.0,75.0,0.008037,0.13228816722657707
1859,0.1,1.0,0.001174533,25.0,2.0,75.0,0.008382,0.14012562634216177
1860,0.1,1.1,0.0012804,25.0,2.0,75.0,0.008739,0.14651561963611395
1861,0.1,1.2,0.001354267,25.0,2.0,75.0,0.00911,0.14865718990120746
1862,0.1,1.3,0.001468133,25.0,2.0,75.0,0.009494,0.1546379818832947
1863,0.1,1.4,0.001527867,25.0,2.0,75.0,0.009892,0.1544548119692681
1864,0.1,1.5,0.001631467,25.0,2.0,75.0,0.01031,0.158241222114452
1865,0.1,1.6,0.001715067,25.0,2.0,75.0,0.01073,0.15983849021435229
1866,0.1,1.7,0.001784933,25.0,2.0,75.0,0.01118,0.159654114490161
1867,0.1,1.8,0.001887067,25.0,2.0,75.0,0.01164,0.1621191580756014
1868,0.1,1.9,0.0019772,25.0,2.0,75.0,0.01212,0.16313531353135313
1869,0.1,2.0,0.002045733,25.0,2.0,75.0,0.01261,0.1622310071371927
1870,0.1,2.1,0.002149467,25.0,2.0,75.0,0.01313,0.1637065498857578
1871,0.1,2.2,0.002234267,25.0,2.0,75.0,0.01366,0.16356273792093703
1872,0.1,2.3,0.002331067,25.0,2.0,75.0,0.01421,0.16404412385643913
1873,0.1,2.4,0.002436267,25.0,2.0,75.0,0.01479,0.16472393509127792
1874,0.1,2.5,0.002526,25.0,2.0,75.0,0.01538,0.16423927178153447
1875,0.1,2.6,0.002627867,25.0,2.0,75.0,0.016,0.16424168749999998
1876,0.1,2.7,0.0027524,25.0,2.0,75.0,0.01663,0.16550811785929045
1877,0.1,2.8,0.0028612,25.0,2.0,75.0,0.0173,0.16538728323699423
1878,0.1,2.9,0.0029848,25.0,2.0,75.0,0.01798,0.1660066740823137
1879,0.1,3.0,0.0031056,25.0,2.0,75.0,0.0187,0.1660748663101604
1880,0.1,3.1,0.0032548,25.0,2.0,75.0,0.01943,0.16751415337107567
1881,0.1,3.2,0.003396,25.0,2.0,75.0,0.0202,0.16811881188118813
1882,0.1,3.3,0.003526533,25.0,2.0,75.0,0.02099,0.1680101476893759
1883,0.1,3.4,0.003694267,25.0,2.0,75.0,0.02181,0.1693840898670335
1884,0.1,3.5,0.0038056,25.0,2.0,75.0,0.02267,0.1678694309660344
1885,0.1,3.6,0.0039912,25.0,2.0,75.0,0.02355,0.16947770700636944
1886,0.1,3.7,0.004187333,25.0,2.0,75.0,0.02447,0.17112108704536166
1887,0.1,3.8,0.0043712,25.0,2.0,75.0,0.02542,0.17195908733280882
1888,0.1,3.9,0.004571333,25.0,2.0,75.0,0.0264,0.17315655303030306
1889,0.1,4.0,0.004787867,25.0,2.0,75.0,0.02742,0.17461221735959156
1890,0.1,4.1,0.005008,25.0,2.0,75.0,0.02848,0.1758426966292135
1891,0.1,4.2,0.005250533,25.0,2.0,75.0,0.02958,0.1775028059499662
1892,0.1,4.3,0.0055208,25.0,2.0,75.0,0.03072,0.17971354166666667
1893,0.1,4.4,0.0057732,25.0,2.0,75.0,0.03191,0.18092134127232842
1894,0.1,4.5,0.006086,25.0,2.0,75.0,0.03313,0.18370057349833988
1895,0.1,4.6,0.006377867,25.0,2.0,75.0,0.0344,0.18540311046511626
1896,0.1,4.7,0.006761333,25.0,2.0,75.0,0.03572,0.18928703807390815
1897,0.1,4.8,0.007130667,25.0,2.0,75.0,0.0371,0.19220126684636119
1898,0.1,4.9,0.007536,25.0,2.0,75.0,0.03852,0.1956386292834891
1899,0.1,5.0,0.007989333,25.0,2.0,75.0,0.03999,0.19978327081770442
1900,5.55e-17,0.1,-7.44e-06,25.0,2.0,75.0,-0.0004848,0.015346534653465346
1901,5.55e-17,0.2,3.28e-05,25.0,2.0,75.0,-0.0003131,-0.10475886298307249
1902,5.55e-17,0.3,3.09e-07,25.0,2.0,75.0,-0.0002195,-0.0014077448747152619
1903,5.55e-17,0.4,7.04e-06,25.0,2.0,75.0,-0.0001673,-0.042080095636580994
1904,5.55e-17,0.5,1.32e-05,25.0,2.0,75.0,-0.0001321,-0.09992429977289931
1905,5.55e-17,0.6,1.92e-05,25.0,2.0,75.0,-0.0001026,-0.1871345029239766
1906,5.55e-17,0.7,1.56e-05,25.0,2.0,75.0,-7.464e-05,-0.2090032154340836
1907,5.55e-17,0.8,1.94e-05,25.0,2.0,75.0,-4.655e-05,-0.4167561761546724
1908,5.55e-17,0.9,2.9e-05,25.0,2.0,75.0,-1.769e-05,-1.6393442622950822
1909,5.55e-17,1.0,2.7e-05,25.0,2.0,75.0,1.219e-05,2.2149302707136997
1910,5.55e-17,1.1,4.41e-05,25.0,2.0,75.0,4.322e-05,1.020360944007404
1911,5.55e-17,1.2,5.77e-05,25.0,2.0,75.0,7.547e-05,0.7645422021995496
1912,5.55e-17,1.3,5.58e-05,25.0,2.0,75.0,0.000109,0.5119266055045871
1913,5.55e-17,1.4,8.15e-05,25.0,2.0,75.0,0.0001438,0.566759388038943
1914,5.55e-17,1.5,8.3e-05,25.0,2.0,75.0,0.0001801,0.46085508051082735
1915,5.55e-17,1.6,9.17e-05,25.0,2.0,75.0,0.0002178,0.42102846648301195
1916,5.55e-17,1.7,9.77e-05,25.0,2.0,75.0,0.0002569,0.38030362008563645
1917,5.55e-17,1.8,8.57e-05,25.0,2.0,75.0,0.0002977,0.28787369835404764
1918,5.55e-17,1.9,0.000104707,25.0,2.0,75.0,0.00034,0.3079617647058823
1919,5.55e-17,2.0,0.00011568,25.0,2.0,75.0,0.000384,0.30125
1920,5.55e-17,2.1,0.000119827,25.0,2.0,75.0,0.0004298,0.2787971149371801
1921,5.55e-17,2.2,0.000126587,25.0,2.0,75.0,0.0004774,0.2651591956430666
1922,5.55e-17,2.3,0.000135827,25.0,2.0,75.0,0.0005269,0.2577851584740938
1923,5.55e-17,2.4,0.00014044,25.0,2.0,75.0,0.0005783,0.24284973197302437
1924,5.55e-17,2.5,0.000143293,25.0,2.0,75.0,0.0006318,0.22680120291231406
1925,5.55e-17,2.6,0.000149387,25.0,2.0,75.0,0.0006875,0.21729018181818185
1926,5.55e-17,2.7,0.00016324,25.0,2.0,75.0,0.0007454,0.21899651193989803
1927,5.55e-17,2.8,0.00016432,25.0,2.0,75.0,0.0008057,0.20394687849075338
1928,5.55e-17,2.9,0.000175413,25.0,2.0,75.0,0.0008684,0.2019956241363427
1929,5.55e-17,3.0,0.000178707,25.0,2.0,75.0,0.0009337,0.19139659419513763
1930,5.55e-17,3.1,0.00018684,25.0,2.0,75.0,0.001002,0.18646706586826345
1931,5.55e-17,3.2,0.000182133,25.0,2.0,75.0,0.001072,0.16990018656716419
1932,5.55e-17,3.3,0.000199093,25.0,2.0,75.0,0.001146,0.1737286212914485
1933,5.55e-17,3.4,0.000211187,25.0,2.0,75.0,0.001223,0.1726794766966476
1934,5.55e-17,3.5,0.000224333,25.0,2.0,75.0,0.001304,0.172034509202454
1935,5.55e-17,3.6,0.000228427,25.0,2.0,75.0,0.001387,0.16469142033165104
1936,5.55e-17,3.7,0.000245427,25.0,2.0,75.0,0.001475,0.16639118644067796
1937,5.55e-17,3.8,0.000255453,25.0,2.0,75.0,0.001566,0.16312452107279693
1938,5.55e-17,3.9,0.000269507,25.0,2.0,75.0,0.001662,0.16215824308062574
1939,5.55e-17,4.0,0.000288333,25.0,2.0,75.0,0.001762,0.16363961407491487
1940,5.55e-17,4.1,0.000304773,25.0,2.0,75.0,0.001868,0.16315471092077086
1941,5.55e-17,4.2,0.000321573,25.0,2.0,75.0,0.001978,0.16257482305358947
1942,5.55e-17,4.3,0.000343267,25.0,2.0,75.0,0.002093,0.1640071667462972
1943,5.55e-17,4.4,0.00036888,25.0,2.0,75.0,0.002215,0.16653724604966139
1944,5.55e-17,4.5,0.000394027,25.0,2.0,75.0,0.002343,0.16817200170721297
1945,5.55e-17,4.6,0.000424493,25.0,2.0,75.0,0.002478,0.1713046811945117
1946,5.55e-17,4.7,0.000458867,25.0,2.0,75.0,0.002621,0.17507325448302175
1947,5.55e-17,4.8,0.000484147,25.0,2.0,75.0,0.002771,0.1747192349332371
1948,5.55e-17,4.9,0.000527613,25.0,2.0,75.0,0.00293,0.1800726962457338
1949,5.55e-17,5.0,0.000583267,25.0,2.0,75.0,0.003099,0.18821135850274281
1950,1.2,0.1,42.726,25.0,2.0,100.0,74.56,0.5730418454935622
1951,1.2,0.2,147.39,25.0,2.0,100.0,193.7,0.7609189468249871
1952,1.2,0.3,243.39,25.0,2.0,100.0,302.8,0.8037978863936591
1953,1.2,0.4,329.32,25.0,2.0,100.0,394.5,0.8347782002534854
1954,1.2,0.5,402.82,25.0,2.0,100.0,461.6,0.8726603119584055
1955,1.2,0.6,461.04,25.0,2.0,100.0,501.4,0.9195053849222179
1956,1.2,0.7,502.06,25.0,2.0,100.0,519.5,0.9664292589027912
1957,1.2,0.8,524.12,25.0,2.0,100.0,525.5,0.9973739295908659
1958,1.2,0.9,532.7,25.0,2.0,100.0,526.5,1.0117758784425452
1959,1.2,1.0,534.76,25.0,2.0,100.0,525.6,1.017427701674277
1960,1.2,1.1,534.59,25.0,2.0,100.0,524.1,1.0200152642625453
1961,1.2,1.2,533.74,25.0,2.0,100.0,522.5,1.0215119617224881
1962,1.2,1.3,532.54,25.0,2.0,100.0,520.8,1.022542242703533
1963,1.2,1.4,531.08,25.0,2.0,100.0,519.2,1.0228813559322034
1964,1.2,1.5,529.41,25.0,2.0,100.0,517.6,1.0228168469860894
1965,1.2,1.6,527.59,25.0,2.0,100.0,516.0,1.0224612403100777
1966,1.2,1.7,525.67,25.0,2.0,100.0,514.5,1.0217103984450921
1967,1.2,1.8,523.63,25.0,2.0,100.0,512.9,1.0209202573601093
1968,1.2,1.9,521.58,25.0,2.0,100.0,511.4,1.0199061400078218
1969,1.2,2.0,519.45,25.0,2.0,100.0,509.8,1.0189289917614752
1970,1.2,2.1,517.26,25.0,2.0,100.0,508.3,1.0176273854023214
1971,1.2,2.2,515.06,25.0,2.0,100.0,506.7,1.0164989145450956
1972,1.2,2.3,512.82,25.0,2.0,100.0,505.2,1.015083135391924
1973,1.2,2.4,510.52,25.0,2.0,100.0,503.6,1.0137410643367752
1974,1.2,2.5,508.25,25.0,2.0,100.0,502.0,1.0124501992031874
1975,1.2,2.6,505.93,25.0,2.0,100.0,500.5,1.0108491508491508
1976,1.2,2.7,503.62,25.0,2.0,100.0,498.9,1.0094608137903387
1977,1.2,2.8,501.3,25.0,2.0,100.0,497.2,1.0082461786001609
1978,1.2,2.9,498.98,25.0,2.0,100.0,495.6,1.00682001614205
1979,1.2,3.0,496.7,25.0,2.0,100.0,494.0,1.0054655870445344
1980,1.2,3.1,494.41,25.0,2.0,100.0,492.3,1.0042860044688198
1981,1.2,3.2,492.17,25.0,2.0,100.0,490.7,1.0029957203994295
1982,1.2,3.3,490.02,25.0,2.0,100.0,489.0,1.002085889570552
1983,1.2,3.4,487.87,25.0,2.0,100.0,487.3,1.0011697106505233
1984,1.2,3.5,485.79,25.0,2.0,100.0,485.6,1.0003912685337726
1985,1.2,3.6,483.78,25.0,2.0,100.0,483.9,0.9997520148791073
1986,1.2,3.7,481.81,25.0,2.0,100.0,482.1,0.9993984650487451
1987,1.2,3.8,479.93,25.0,2.0,100.0,480.4,0.999021648626145
1988,1.2,3.9,478.12,25.0,2.0,100.0,478.6,0.9989970748015043
1989,1.2,4.0,476.42,25.0,2.0,100.0,476.8,0.9992030201342282
1990,1.2,4.1,474.85,25.0,2.0,100.0,475.0,0.9996842105263158
1991,1.2,4.2,473.43,25.0,2.0,100.0,473.3,1.0002746672300866
1992,1.2,4.3,472.2,25.0,2.0,100.0,471.4,1.0016970725498515
1993,1.2,4.4,471.26,25.0,2.0,100.0,469.6,1.0035349233390118
1994,1.2,4.5,470.63,25.0,2.0,100.0,467.8,1.0060495938435228
1995,1.2,4.6,470.37,25.0,2.0,100.0,466.0,1.0093776824034335
1996,1.2,4.7,470.53,25.0,2.0,100.0,464.1,1.013854772678302
1997,1.2,4.8,471.12,25.0,2.0,100.0,462.3,1.0190785204412718
1998,1.2,4.9,472.15,25.0,2.0,100.0,460.4,1.0255212858384013
1999,1.2,5.0,473.57,25.0,2.0,100.0,458.6,1.0326428259921498
2000,1.1,0.1,72.6,25.0,2.0,100.0,95.79,0.7579079235828373
2001,1.1,0.2,173.56,25.0,2.0,100.0,209.4,0.8288443170964661
2002,1.1,0.3,264.4,25.0,2.0,100.0,310.2,0.8523533204384268
2003,1.1,0.4,343.44,25.0,2.0,100.0,391.1,0.8781385834824852
2004,1.1,0.5,408.11,25.0,2.0,100.0,446.4,0.9142249103942653
2005,1.1,0.6,455.15,25.0,2.0,100.0,476.7,0.9547933710929305
2006,1.1,0.7,483.64,25.0,2.0,100.0,489.8,0.9874234381380155
2007,1.1,0.8,496.24,25.0,2.0,100.0,494.3,1.0039247420594781
2008,1.1,0.9,500.35,25.0,2.0,100.0,495.4,1.0099919257165928
2009,1.1,1.0,501.3,25.0,2.0,100.0,495.2,1.012318255250404
2010,1.1,1.1,501.35,25.0,2.0,100.0,494.6,1.0136473918317832
2011,1.1,1.2,501.04,25.0,2.0,100.0,493.8,1.014661806399352
2012,1.1,1.3,500.44,25.0,2.0,100.0,493.0,1.0150912778904666
2013,1.1,1.4,499.64,25.0,2.0,100.0,492.1,1.0153220890062995
2014,1.1,1.5,498.7,25.0,2.0,100.0,491.3,1.0150620801954
2015,1.1,1.6,497.63,25.0,2.0,100.0,490.4,1.0147430668841761
2016,1.1,1.7,496.48,25.0,2.0,100.0,489.5,1.0142594484167518
2017,1.1,1.8,495.25,25.0,2.0,100.0,488.5,1.0138178096212898
2018,1.1,1.9,493.96,25.0,2.0,100.0,487.6,1.0130434782608695
2019,1.1,2.0,492.58,25.0,2.0,100.0,486.6,1.012289354706124
2020,1.1,2.1,491.17,25.0,2.0,100.0,485.6,1.0114703459637562
2021,1.1,2.2,489.73,25.0,2.0,100.0,484.5,1.010794633642931
2022,1.1,2.3,488.24,25.0,2.0,100.0,483.5,1.0098035160289556
2023,1.1,2.4,486.7,25.0,2.0,100.0,482.4,1.0089137645107795
2024,1.1,2.5,485.17,25.0,2.0,100.0,481.3,1.0080407230417618
2025,1.1,2.6,483.61,25.0,2.0,100.0,480.2,1.007101207830071
2026,1.1,2.7,482.04,25.0,2.0,100.0,479.0,1.0063465553235909
2027,1.1,2.8,480.48,25.0,2.0,100.0,477.8,1.005609041439933
2028,1.1,2.9,478.9,25.0,2.0,100.0,476.6,1.0048258497691984
2029,1.1,3.0,477.37,25.0,2.0,100.0,475.4,1.0041438788388726
2030,1.1,3.1,475.85,25.0,2.0,100.0,474.1,1.0036912043872601
2031,1.1,3.2,474.36,25.0,2.0,100.0,472.8,1.0032994923857868
2032,1.1,3.3,472.93,25.0,2.0,100.0,471.5,1.003032873806999
2033,1.1,3.4,471.53,25.0,2.0,100.0,470.2,1.0028285835814548
2034,1.1,3.5,470.15,25.0,2.0,100.0,468.8,1.0028796928327643
2035,1.1,3.6,468.83,25.0,2.0,100.0,467.5,1.0028449197860962
2036,1.1,3.7,467.55,25.0,2.0,100.0,466.1,1.0031109204033468
2037,1.1,3.8,466.35,25.0,2.0,100.0,464.7,1.0035506778566818
2038,1.1,3.9,465.21,25.0,2.0,100.0,463.2,1.0043393782383419
2039,1.1,4.0,464.18,25.0,2.0,100.0,461.8,1.0051537462104807
2040,1.1,4.1,463.3,25.0,2.0,100.0,460.3,1.006517488594395
2041,1.1,4.2,462.58,25.0,2.0,100.0,458.8,1.0082388840453356
2042,1.1,4.3,462.1,25.0,2.0,100.0,457.3,1.0104963918652963
2043,1.1,4.4,461.86,25.0,2.0,100.0,455.8,1.013295304958315
2044,1.1,4.5,461.9,25.0,2.0,100.0,454.2,1.016952884191986
2045,1.1,4.6,462.24,25.0,2.0,100.0,452.7,1.0210735586481114
2046,1.1,4.7,462.88,25.0,2.0,100.0,451.1,1.0261139436931943
2047,1.1,4.8,463.82,25.0,2.0,100.0,449.5,1.0318576195773081
2048,1.1,4.9,465.02,25.0,2.0,100.0,447.9,1.0382228175932129
2049,1.1,5.0,466.53,25.0,2.0,100.0,446.3,1.0453282545373066
2050,1.0,0.1,89.61,25.0,2.0,100.0,106.0,0.845377358490566
2051,1.0,0.2,183.98,25.0,2.0,100.0,210.3,0.8748454588682834
2052,1.0,0.3,266.96,25.0,2.0,100.0,299.0,0.8928428093645484
2053,1.0,0.4,336.43,25.0,2.0,100.0,365.8,0.9197102241662111
2054,1.0,0.5,388.87,25.0,2.0,100.0,407.5,0.9542822085889571
2055,1.0,0.6,421.64,25.0,2.0,100.0,428.6,0.9837610825944936
2056,1.0,0.7,437.71,25.0,2.0,100.0,437.6,1.0002513711151735
2057,1.0,0.8,443.53,25.0,2.0,100.0,441.3,1.0050532517561748
2058,1.0,0.9,445.48,25.0,2.0,100.0,442.8,1.0060523938572719
2059,1.0,1.0,446.35,25.0,2.0,100.0,443.5,1.0064261555806089
2060,1.0,1.1,446.86,25.0,2.0,100.0,443.9,1.0066681685064205
2061,1.0,1.2,447.11,25.0,2.0,100.0,444.2,1.0065511031067087
2062,1.0,1.3,447.13,25.0,2.0,100.0,444.4,1.0061431143114312
2063,1.0,1.4,447.04,25.0,2.0,100.0,444.5,1.0057142857142858
2064,1.0,1.5,446.85,25.0,2.0,100.0,444.6,1.0050607287449393
2065,1.0,1.6,446.59,25.0,2.0,100.0,444.6,1.0044759334233018
2066,1.0,1.7,446.23,25.0,2.0,100.0,444.6,1.0036662168241115
2067,1.0,1.8,445.83,25.0,2.0,100.0,444.6,1.0027665317139
2068,1.0,1.9,445.37,25.0,2.0,100.0,444.5,1.0019572553430822
2069,1.0,2.0,444.87,25.0,2.0,100.0,444.3,1.0012829169480082
2070,1.0,2.1,444.33,25.0,2.0,100.0,444.1,1.0005179013735643
2071,1.0,2.2,443.78,25.0,2.0,100.0,443.9,0.9997296688443343
2072,1.0,2.3,443.2,25.0,2.0,100.0,443.6,0.999098286744815
2073,1.0,2.4,442.63,25.0,2.0,100.0,443.3,0.9984886081660275
2074,1.0,2.5,442.03,25.0,2.0,100.0,443.0,0.9978103837471782
2075,1.0,2.6,441.45,25.0,2.0,100.0,442.6,0.9974017171260732
2076,1.0,2.7,440.85,25.0,2.0,100.0,442.1,0.9971725853879213
2077,1.0,2.8,440.27,25.0,2.0,100.0,441.7,0.9967625084899253
2078,1.0,2.9,439.69,25.0,2.0,100.0,441.2,0.9965775158658206
2079,1.0,3.0,439.14,25.0,2.0,100.0,440.6,0.9966863368134361
2080,1.0,3.1,438.58,25.0,2.0,100.0,440.0,0.9967727272727273
2081,1.0,3.2,438.05,25.0,2.0,100.0,439.4,0.9969276285844334
2082,1.0,3.3,437.53,25.0,2.0,100.0,438.8,0.997105742935278
2083,1.0,3.4,437.0,25.0,2.0,100.0,438.1,0.9974891577265464
2084,1.0,3.5,436.52,25.0,2.0,100.0,437.4,0.9979881115683585
2085,1.0,3.6,436.07,25.0,2.0,100.0,436.6,0.9987860742098029
2086,1.0,3.7,435.66,25.0,2.0,100.0,435.9,0.9994494150034413
2087,1.0,3.8,435.34,25.0,2.0,100.0,435.0,1.0007816091954023
2088,1.0,3.9,435.11,25.0,2.0,100.0,434.2,1.0020958083832336
2089,1.0,4.0,435.01,25.0,2.0,100.0,433.3,1.0039464574198014
2090,1.0,4.1,435.06,25.0,2.0,100.0,432.4,1.0061517113783534
2091,1.0,4.2,435.27,25.0,2.0,100.0,431.5,1.0087369640787949
2092,1.0,4.3,435.61,25.0,2.0,100.0,430.6,1.0116349280074315
2093,1.0,4.4,436.1,25.0,2.0,100.0,429.6,1.0151303538175047
2094,1.0,4.5,436.76,25.0,2.0,100.0,428.6,1.0190387307512832
2095,1.0,4.6,437.57,25.0,2.0,100.0,427.6,1.0233161833489242
2096,1.0,4.7,438.55,25.0,2.0,100.0,426.5,1.0282532239155922
2097,1.0,4.8,439.72,25.0,2.0,100.0,425.4,1.0336624353549602
2098,1.0,4.9,441.03,25.0,2.0,100.0,424.3,1.0394296488333725
2099,1.0,5.0,442.57,25.0,2.0,100.0,423.2,1.0457703213610585
2100,0.8999999999999999,0.1,92.46,25.0,2.0,100.0,102.8,0.8994163424124513
2101,0.8999999999999999,0.2,179.39,25.0,2.0,100.0,195.3,0.9185355862775216
2102,0.8999999999999999,0.3,253.02,25.0,2.0,100.0,269.7,0.9381535038932147
2103,0.8999999999999999,0.4,309.24,25.0,2.0,100.0,320.7,0.964265668849392
2104,0.8999999999999999,0.5,345.23,25.0,2.0,100.0,349.1,0.9889143511887711
2105,0.8999999999999999,0.6,363.08,25.0,2.0,100.0,362.4,1.0018763796909493
2106,0.8999999999999999,0.7,370.15,25.0,2.0,100.0,368.3,1.0050230790116752
2107,0.8999999999999999,0.8,372.88,25.0,2.0,100.0,371.0,1.0050673854447438
2108,0.8999999999999999,0.9,374.41,25.0,2.0,100.0,372.6,1.0048577563070318
2109,0.8999999999999999,1.0,375.51,25.0,2.0,100.0,373.8,1.0045746388443018
2110,0.8999999999999999,1.1,376.34,25.0,2.0,100.0,374.7,1.0043768348011743
2111,0.8999999999999999,1.2,376.97,25.0,2.0,100.0,375.6,1.0036474973375933
2112,0.8999999999999999,1.3,377.51,25.0,2.0,100.0,376.4,1.0029489904357067
2113,0.8999999999999999,1.4,377.95,25.0,2.0,100.0,377.2,1.0019883351007424
2114,0.8999999999999999,1.5,378.35,25.0,2.0,100.0,377.9,1.0011907912146072
2115,0.8999999999999999,1.6,378.69,25.0,2.0,100.0,378.6,1.0002377179080824
2116,0.8999999999999999,1.7,379.0,25.0,2.0,100.0,379.3,0.9992090693382546
2117,0.8999999999999999,1.8,379.27,25.0,2.0,100.0,379.9,0.9983416688602264
2118,0.8999999999999999,1.9,379.56,25.0,2.0,100.0,380.4,0.9977917981072556
2119,0.8999999999999999,2.0,379.84,25.0,2.0,100.0,381.0,0.9969553805774277
2120,0.8999999999999999,2.1,380.15,25.0,2.0,100.0,381.5,0.9964613368283093
2121,0.8999999999999999,2.2,380.48,25.0,2.0,100.0,381.9,0.996281749148992
2122,0.8999999999999999,2.3,380.84,25.0,2.0,100.0,382.3,0.9961810096782631
2123,0.8999999999999999,2.4,381.18,25.0,2.0,100.0,382.7,0.9960282205382807
2124,0.8999999999999999,2.5,381.52,25.0,2.0,100.0,383.0,0.9961357702349869
2125,0.8999999999999999,2.6,381.83,25.0,2.0,100.0,383.3,0.996164883902948
2126,0.8999999999999999,2.7,382.12,25.0,2.0,100.0,383.6,0.9961418143899895
2127,0.8999999999999999,2.8,382.39,25.0,2.0,100.0,383.8,0.9963262115685252
2128,0.8999999999999999,2.9,382.63,25.0,2.0,100.0,384.0,0.9964322916666667
2129,0.8999999999999999,3.0,382.89,25.0,2.0,100.0,384.2,0.9965903175429464
2130,0.8999999999999999,3.1,383.12,25.0,2.0,100.0,384.3,0.9969294821753838
2131,0.8999999999999999,3.2,383.36,25.0,2.0,100.0,384.4,0.9972944849115506
